,Open,High,Low,Close,Volume
2015-08-03 10:39:33,1209261,1209261,1209200,1209200,290
2015-08-03 10:39:35,1209200,1209200,1209200,1209200,3
2015-08-03 10:39:36,1209399,1209400,1209201,1209400,19
2015-08-03 10:39:37,1209301,1209301,1209300,1209300,101
2015-08-03 10:39:38,1209301,1209400,1209300,1209348,2840
2015-08-03 10:39:39,1209370,1209370,1209348,1209348,474
2015-08-03 10:39:41,1209300,1209300,1209199,1209200,3439
2015-08-03 10:39:42,1209200,1209500,1209200,1209400,6075
2015-08-03 10:39:43,1209500,1209599,1209500,1209599,804
2015-08-03 10:39:44,1209550,1209550,1209500,1209500,200
2015-08-03 10:39:45,1209590,1209590,1209590,1209590,13
2015-08-03 10:39:46,1209600,1209700,1209600,1209700,3016
2015-08-03 10:39:47,1209700,1209700,1209700,1209700,500
2015-08-03 10:39:48,1209700,1209800,1209700,1209750,3612
2015-08-03 10:39:49,1209748,1209750,1209700,1209725,575
2015-08-03 10:39:50,1209800,1209800,1209800,1209800,1
2015-08-03 10:39:51,1209799,1209799,1209710,1209710,5102
2015-08-03 10:39:52,1209800,1209800,1209800,1209800,1
2015-08-03 10:39:54,1209752,1209800,1209714,1209714,4056
2015-08-03 10:39:56,1209701,1209701,1209701,1209701,10
2015-08-03 10:39:58,1209800,1210000,1209800,1209900,8887
2015-08-03 10:39:59,1209900,1210000,1209900,1209900,1890
2015-08-03 10:40:00,1210000,1210000,1209800,1209800,3166
2015-08-03 10:40:01,1209900,1209900,1209900,1209900,1700
2015-08-03 10:40:02,1209960,1209960,1209800,1209900,7019
2015-08-03 10:40:03,1209930,1209930,1209830,1209910,1506
2015-08-03 10:40:04,1209900,1209900,1209800,1209800,3330
2015-08-03 10:40:05,1209800,1209900,1209700,1209800,1141
2015-08-03 10:40:06,1209700,1209700,1209700,1209700,100
2015-08-03 10:40:07,1209800,1209900,1209700,1209700,2282
2015-08-03 10:40:08,1209700,1209800,1209700,1209701,6901
2015-08-03 10:40:09,1209800,1209800,1209400,1209400,6207
2015-08-03 10:40:10,1209500,1209600,1209300,1209300,3355
2015-08-03 10:40:11,1209400,1209400,1209280,1209280,393
2015-08-03 10:40:12,1209300,1209390,1209200,1209300,8268
2015-08-03 10:40:13,1209200,1209200,1209000,1209000,543
2015-08-03 10:40:14,1209099,1209099,1208999,1209000,2339
2015-08-03 10:40:15,1209000,1209030,1208990,1208990,475
2015-08-03 10:40:16,1209000,1209000,1208900,1209000,720
2015-08-03 10:40:17,1208999,1208999,1208900,1208983,303
2015-08-03 10:40:18,1208990,1209000,1208900,1208900,1268
2015-08-03 10:40:19,1208900,1208999,1208900,1208999,60
2015-08-03 10:40:20,1208900,1208900,1208900,1208900,134
2015-08-03 10:40:21,1208900,1208900,1208800,1208900,900
2015-08-03 10:40:22,1208801,1208801,1208800,1208800,164
2015-08-03 10:40:23,1208899,1208899,1208600,1208800,5009
2015-08-03 10:40:24,1208852,1208898,1208800,1208898,10470
2015-08-03 10:40:26,1208848,1209000,1208848,1209000,1015
2015-08-03 10:40:27,1208920,1209000,1208800,1208800,1700
2015-08-03 10:40:28,1208840,1208860,1208800,1208860,1007
2015-08-03 10:40:29,1208800,1209300,1208800,1209000,18747
2015-08-03 10:40:30,1209200,1209300,1209200,1209299,1605
2015-08-03 10:40:31,1209248,1209600,1209248,1209410,6447
2015-08-03 10:40:32,1209500,1209500,1209500,1209500,100
2015-08-03 10:40:33,1209500,1209500,1209500,1209500,100
2015-08-03 10:40:34,1209500,1209500,1209500,1209500,200
2015-08-03 10:40:35,1209450,1209450,1209450,1209450,100
2015-08-03 10:40:36,1209300,1209499,1209300,1209348,320
2015-08-03 10:40:37,1209325,1209399,1209325,1209333,48
2015-08-03 10:40:38,1209400,1209400,1209300,1209400,377
2015-08-03 10:40:39,1209300,1209300,1209300,1209300,300
2015-08-03 10:40:40,1209200,1209299,1209001,1209001,2995
2015-08-03 10:40:41,1209200,1209200,1209001,1209200,1822
2015-08-03 10:40:42,1209300,1209300,1209000,1209200,7478
2015-08-03 10:40:43,1209300,1209300,1209300,1209300,1700
2015-08-03 10:40:44,1209400,1209400,1209200,1209200,8100
2015-08-03 10:40:45,1209200,1209299,1209200,1209299,215
2015-08-03 10:40:46,1209300,1209300,1209297,1209297,150
2015-08-03 10:40:47,1209200,1209300,1209200,1209300,415
2015-08-03 10:40:48,1209300,1209300,1209300,1209300,200
2015-08-03 10:40:50,1209271,1209271,1209250,1209250,1100
2015-08-03 10:40:51,1209210,1209300,1209200,1209200,4846
2015-08-03 10:40:52,1209100,1209100,1208900,1208950,2397
2015-08-03 10:40:53,1208972,1208972,1208972,1208972,500
2015-08-03 10:40:55,1209000,1209100,1209000,1209100,2014
2015-08-03 10:40:57,1209000,1209000,1209000,1209000,100
2015-08-03 10:40:58,1208900,1208900,1208800,1208825,2166
2015-08-03 10:40:59,1208900,1209100,1208800,1208900,10095
2015-08-03 10:41:00,1208700,1208900,1208700,1208900,268
2015-08-03 10:41:01,1208900,1209000,1208900,1209000,1000
2015-08-03 10:41:02,1208921,1208921,1208852,1208852,1554
2015-08-03 10:41:03,1208800,1208900,1208800,1208900,1361
2015-08-03 10:41:04,1209000,1209001,1209000,1209001,200
2015-08-03 10:41:05,1209100,1209100,1209090,1209100,309
2015-08-03 10:41:06,1209100,1209100,1209090,1209090,150
2015-08-03 10:41:07,1209000,1209099,1209000,1209099,2008
2015-08-03 10:41:09,1209099,1209100,1209090,1209100,240
2015-08-03 10:41:11,1209000,1209100,1209000,1209100,202
2015-08-03 10:41:12,1209100,1209100,1209100,1209100,500
2015-08-03 10:41:13,1209100,1209100,1209100,1209100,302
2015-08-03 10:41:14,1209100,1209100,1209090,1209090,200
2015-08-03 10:41:15,1209052,1209052,1209052,1209052,8
2015-08-03 10:41:16,1209100,1209100,1209090,1209100,473
2015-08-03 10:41:17,1209100,1209199,1209100,1209151,2001
2015-08-03 10:41:18,1209100,1209199,1209100,1209199,1900
2015-08-03 10:41:19,1209199,1209199,1209101,1209140,921
2015-08-03 10:41:20,1209101,1209200,1209101,1209200,303
2015-08-03 10:41:22,1209200,1209200,1209200,1209200,502
2015-08-03 10:41:23,1209250,1209250,1209250,1209250,200
2015-08-03 10:41:24,1209300,1209300,1209200,1209300,1351
2015-08-03 10:41:26,1209240,1209240,1209000,1209000,1593
2015-08-03 10:41:28,1209100,1209125,1209100,1209125,270
2015-08-03 10:41:29,1209101,1209200,1209101,1209200,450
2015-08-03 10:41:30,1209220,1209220,1209210,1209210,2133
2015-08-03 10:41:31,1209250,1209250,1209250,1209250,400
2015-08-03 10:41:32,1209299,1209300,1209125,1209125,863
2015-08-03 10:41:33,1209176,1209176,1209176,1209176,103
2015-08-03 10:41:34,1209100,1209100,1209100,1209100,700
2015-08-03 10:41:35,1209001,1209001,1209001,1209001,600
2015-08-03 10:41:36,1209100,1209100,1209099,1209099,50
2015-08-03 10:41:37,1209048,1209099,1209048,1209099,257
2015-08-03 10:41:38,1209000,1209000,1209000,1209000,100
2015-08-03 10:41:39,1209100,1209100,1209040,1209040,419
2015-08-03 10:41:40,1209080,1209080,1209001,1209001,2030
2015-08-03 10:41:42,1209035,1209035,1209001,1209001,60
2015-08-03 10:41:44,1209065,1209065,1209001,1209001,527
2015-08-03 10:41:45,1209001,1209001,1209001,1209001,50
2015-08-03 10:41:46,1209099,1209099,1209099,1209099,50
2015-08-03 10:41:47,1209000,1209000,1209000,1209000,1616
2015-08-03 10:41:48,1209010,1209099,1209010,1209099,27
2015-08-03 10:41:49,1209050,1209100,1209050,1209100,5600
2015-08-03 10:41:50,1209200,1209299,1209200,1209299,1002
2015-08-03 10:41:51,1209300,1209300,1209300,1209300,139
2015-08-03 10:41:52,1209252,1209300,1209252,1209300,1651
2015-08-03 10:41:53,1209300,1209400,1209300,1209400,2861
2015-08-03 10:41:54,1209310,1209352,1209310,1209352,120
2015-08-03 10:41:55,1209400,1209400,1209400,1209400,100
2015-08-03 10:41:56,1209400,1209400,1209300,1209300,600
2015-08-03 10:41:57,1209400,1209400,1209400,1209400,100
2015-08-03 10:41:58,1209300,1209400,1209300,1209400,2606
2015-08-03 10:41:59,1209400,1209400,1209375,1209375,1250
2015-08-03 10:42:00,1209400,1209500,1209400,1209500,4002
2015-08-03 10:42:01,1209500,1209500,1209500,1209500,200
2015-08-03 10:42:02,1209500,1209500,1209400,1209400,169
2015-08-03 10:42:03,1209401,1209600,1209401,1209500,329
2015-08-03 10:42:04,1209562,1209600,1209548,1209548,674
2015-08-03 10:42:07,1209500,1209550,1209500,1209500,800
2015-08-03 10:42:08,1209600,1209699,1209500,1209500,3596
2015-08-03 10:42:10,1209510,1209510,1209510,1209510,35
2015-08-03 10:42:11,1209599,1209600,1209500,1209500,1058
2015-08-03 10:42:12,1209400,1209400,1209300,1209300,2051
2015-08-03 10:42:13,1209300,1209399,1209201,1209399,595
2015-08-03 10:42:14,1209300,1209300,1209200,1209200,1375
2015-08-03 10:42:15,1209150,1209200,1209130,1209200,1200
2015-08-03 10:42:16,1209200,1209200,1209101,1209101,401
2015-08-03 10:42:17,1209299,1209299,1209299,1209299,25
2015-08-03 10:42:18,1209200,1209299,1209200,1209299,55
2015-08-03 10:42:19,1209201,1209201,1209100,1209100,1559
2015-08-03 10:42:20,1209190,1209190,1209000,1209000,2400
2015-08-03 10:42:22,1209100,1209100,1209100,1209100,101
2015-08-03 10:42:23,1209050,1209090,1209001,1209090,178
2015-08-03 10:42:24,1209050,1209050,1208900,1208900,13459
2015-08-03 10:42:25,1208900,1208900,1208900,1208900,300
2015-08-03 10:42:26,1208900,1208999,1208900,1208900,610
2015-08-03 10:42:27,1208900,1208900,1208900,1208900,200
2015-08-03 10:42:28,1209000,1209000,1209000,1209000,46
2015-08-03 10:42:29,1209000,1209000,1208900,1208900,200
2015-08-03 10:42:30,1208900,1208900,1208900,1208900,887
2015-08-03 10:42:31,1209000,1209000,1208900,1208900,1601
2015-08-03 10:42:32,1208901,1208950,1208900,1208900,665
2015-08-03 10:42:33,1208900,1209000,1208900,1209000,604
2015-08-03 10:42:34,1209000,1209000,1208994,1209000,1150
2015-08-03 10:42:35,1209000,1209000,1208900,1208900,200
2015-08-03 10:42:36,1208999,1209000,1208900,1208900,1201
2015-08-03 10:42:37,1208990,1208990,1208990,1208990,300
2015-08-03 10:42:38,1209000,1209000,1209000,1209000,700
2015-08-03 10:42:39,1209000,1209000,1208950,1208950,500
2015-08-03 10:42:40,1208999,1209000,1208900,1208900,2201
2015-08-03 10:42:41,1209000,1209000,1209000,1209000,2
2015-08-03 10:42:42,1208999,1209000,1208800,1208800,876
2015-08-03 10:42:43,1208801,1209000,1208800,1208980,2701
2015-08-03 10:42:44,1208900,1208900,1208800,1208800,400
2015-08-03 10:42:45,1208980,1208980,1208825,1208825,1020
2015-08-03 10:42:46,1208900,1208979,1208800,1208979,836
2015-08-03 10:42:47,1208800,1209000,1208800,1208900,157
2015-08-03 10:42:48,1209000,1209000,1208900,1208900,300
2015-08-03 10:42:49,1208800,1208800,1208800,1208800,200
2015-08-03 10:42:51,1208990,1209000,1208990,1209000,65
2015-08-03 10:42:52,1208952,1208952,1208952,1208952,3
2015-08-03 10:42:55,1208900,1208910,1208900,1208910,34
2015-08-03 10:42:56,1208900,1208999,1208900,1208999,400
2015-08-03 10:42:57,1208953,1208953,1208953,1208953,80
2015-08-03 10:42:58,1209000,1209000,1209000,1209000,4661
2015-08-03 10:42:59,1209000,1209000,1208918,1209000,4542
2015-08-03 10:43:00,1209000,1209300,1209000,1209200,2012
2015-08-03 10:43:02,1209300,1209300,1209290,1209300,10559
2015-08-03 10:43:03,1209400,1209500,1209399,1209450,3280
2015-08-03 10:43:04,1209310,1209500,1209310,1209410,805
2015-08-03 10:43:05,1209500,1209500,1209500,1209500,1000
2015-08-03 10:43:06,1209400,1209499,1209301,1209301,825
2015-08-03 10:43:07,1209300,1209300,1209300,1209300,5
2015-08-03 10:43:08,1209301,1209400,1209300,1209300,209
2015-08-03 10:43:09,1209347,1209347,1209300,1209300,700
2015-08-03 10:43:11,1209300,1209300,1209300,1209300,501
2015-08-03 10:43:12,1209300,1209300,1209300,1209300,100
2015-08-03 10:43:13,1209300,1209300,1209000,1209100,3349
2015-08-03 10:43:14,1209100,1209100,1209090,1209100,2119
2015-08-03 10:43:15,1209050,1209200,1209000,1209000,2652
2015-08-03 10:43:16,1209000,1209090,1208980,1209090,300
2015-08-03 10:43:17,1209005,1209005,1208968,1209000,478
2015-08-03 10:43:18,1209020,1209060,1209020,1209060,500
2015-08-03 10:43:19,1209062,1209062,1209001,1209001,308
2015-08-03 10:43:20,1209100,1209100,1209100,1209100,600
2015-08-03 10:43:21,1209100,1209200,1209100,1209100,728
2015-08-03 10:43:22,1209100,1209200,1209100,1209200,3351
2015-08-03 10:43:23,1209200,1209200,1209101,1209101,445
2015-08-03 10:43:24,1209250,1209250,1209200,1209200,350
2015-08-03 10:43:25,1209200,1209247,1209200,1209247,303
2015-08-03 10:43:26,1209200,1209200,1209150,1209200,300
2015-08-03 10:43:27,1209300,1209300,1209300,1209300,200
2015-08-03 10:43:28,1209100,1209200,1209100,1209100,810
2015-08-03 10:43:29,1209100,1209100,1209000,1209050,20016
2015-08-03 10:43:30,1209040,1209050,1209000,1209050,1000
2015-08-03 10:43:31,1209050,1209052,1209050,1209050,980
2015-08-03 10:43:32,1209000,1209050,1208847,1208850,13389
2015-08-03 10:43:33,1208900,1208900,1208900,1208900,112
2015-08-03 10:43:34,1208901,1208901,1208850,1208850,210
2015-08-03 10:43:35,1208900,1208900,1208900,1208900,2400
2015-08-03 10:43:36,1208990,1208999,1208925,1208925,677
2015-08-03 10:43:37,1209000,1209000,1209000,1209000,1354
2015-08-03 10:43:39,1208950,1208999,1208950,1208999,140
2015-08-03 10:43:40,1209000,1209100,1208925,1209000,1004
2015-08-03 10:43:41,1209099,1209099,1208900,1208900,361
2015-08-03 10:43:42,1208925,1209000,1208900,1209000,4200
2015-08-03 10:43:43,1208900,1208950,1208900,1208950,500
2015-08-03 10:43:45,1209000,1209000,1209000,1209000,25
2015-08-03 10:43:46,1208999,1209000,1208901,1208901,161
2015-08-03 10:43:47,1208999,1208999,1208998,1208998,4000
2015-08-03 10:43:48,1208990,1208990,1208990,1208990,20
2015-08-03 10:43:49,1208900,1209000,1208900,1208939,1040
2015-08-03 10:43:51,1209000,1209000,1208952,1208952,1353
2015-08-03 10:43:52,1208901,1209000,1208901,1209000,1332
2015-08-03 10:43:53,1209000,1209000,1209000,1209000,550
2015-08-03 10:43:54,1209100,1209200,1209100,1209141,2542
2015-08-03 10:43:55,1209162,1209199,1209140,1209150,816
2015-08-03 10:43:56,1209100,1209200,1209100,1209100,4900
2015-08-03 10:43:57,1209000,1209000,1209000,1209000,1290
2015-08-03 10:43:58,1208900,1209000,1208800,1208900,3790
2015-08-03 10:43:59,1208850,1208865,1208800,1208800,3463
2015-08-03 10:44:00,1208900,1208900,1208890,1208900,550
2015-08-03 10:44:01,1208900,1208900,1208900,1208900,400
2015-08-03 10:44:03,1208900,1209000,1208900,1209000,384
2015-08-03 10:44:04,1209000,1209000,1209000,1209000,400
2015-08-03 10:44:05,1209000,1209000,1208960,1208960,140
2015-08-03 10:44:07,1208999,1208999,1208801,1208900,2955
2015-08-03 10:44:08,1208800,1208900,1208800,1208800,6007
2015-08-03 10:44:09,1208900,1208900,1208900,1208900,500
2015-08-03 10:44:10,1208900,1208900,1208800,1208800,4533
2015-08-03 10:44:11,1208800,1208900,1208800,1208900,3180
2015-08-03 10:44:12,1208900,1208900,1208770,1208900,950
2015-08-03 10:44:13,1208800,1208899,1208800,1208899,111
2015-08-03 10:44:14,1208800,1208800,1208800,1208800,300
2015-08-03 10:44:15,1208700,1208880,1208700,1208880,28
2015-08-03 10:44:16,1208900,1208900,1208899,1208899,310
2015-08-03 10:44:17,1208800,1208800,1208700,1208700,7513
2015-08-03 10:44:18,1208700,1208700,1208700,1208700,3143
2015-08-03 10:44:19,1208700,1208800,1208700,1208700,3060
2015-08-03 10:44:21,1208800,1208800,1208700,1208790,1450
2015-08-03 10:44:22,1208800,1208800,1208800,1208800,100
2015-08-03 10:44:23,1208725,1208800,1208725,1208800,94
2015-08-03 10:44:24,1208751,1208751,1208751,1208751,100
2015-08-03 10:44:25,1208701,1208800,1208701,1208800,1430
2015-08-03 10:44:26,1208750,1208850,1208740,1208740,1602
2015-08-03 10:44:27,1208799,1208800,1208710,1208710,1263
2015-08-03 10:44:28,1208800,1208800,1208740,1208799,2100
2015-08-03 10:44:29,1208750,1208800,1208750,1208799,622
2015-08-03 10:44:30,1208700,1208800,1208700,1208701,577
2015-08-03 10:44:31,1208700,1208700,1208700,1208700,40
2015-08-03 10:44:32,1208783,1208800,1208748,1208748,610
2015-08-03 10:44:33,1208799,1208899,1208799,1208899,6079
2015-08-03 10:44:34,1208800,1208900,1208800,1208900,4600
2015-08-03 10:44:35,1208830,1208900,1208830,1208838,400
2015-08-03 10:44:36,1208900,1208900,1208900,1208900,860
2015-08-03 10:44:37,1208880,1208900,1208800,1208800,11605
2015-08-03 10:44:38,1208800,1208900,1208750,1208900,1595
2015-08-03 10:44:39,1208900,1208900,1208900,1208900,100
2015-08-03 10:44:40,1208900,1209000,1208900,1208999,1517
2015-08-03 10:44:41,1209000,1209200,1209000,1209200,1850
2015-08-03 10:44:42,1209200,1209200,1209100,1209101,1628
2015-08-03 10:44:43,1209190,1209190,1209101,1209101,110
2015-08-03 10:44:45,1209100,1209100,1209000,1209000,3463
2015-08-03 10:44:46,1209000,1209000,1208900,1208900,1867
2015-08-03 10:44:47,1208901,1208901,1208900,1208900,630
2015-08-03 10:44:48,1208850,1208950,1208850,1208950,200
2015-08-03 10:44:49,1208899,1208900,1208800,1208850,635
2015-08-03 10:44:50,1208900,1208900,1208900,1208900,340
2015-08-03 10:44:51,1208800,1208800,1208800,1208800,20
2015-08-03 10:44:54,1208852,1208900,1208810,1208850,1032
2015-08-03 10:44:55,1208800,1208801,1208700,1208800,2425
2015-08-03 10:44:56,1208700,1208700,1208700,1208700,300
2015-08-03 10:44:58,1208800,1208800,1208700,1208700,100
2015-08-03 10:44:59,1208700,1208700,1208600,1208674,1175
2015-08-03 10:45:00,1208600,1208610,1208600,1208610,1227
2015-08-03 10:45:01,1208600,1208600,1208500,1208500,5526
2015-08-03 10:45:02,1208500,1208500,1208100,1208100,9186
2015-08-03 10:45:03,1208100,1208150,1208100,1208150,9438
2015-08-03 10:45:04,1208150,1208175,1208102,1208150,930
2015-08-03 10:45:05,1208200,1208265,1208100,1208100,3507
2015-08-03 10:45:06,1208300,1208368,1208299,1208300,1131
2015-08-03 10:45:07,1208389,1208389,1208300,1208301,70
2015-08-03 10:45:08,1208300,1208300,1208300,1208300,186
2015-08-03 10:45:09,1208400,1208400,1208310,1208310,255
2015-08-03 10:45:10,1208300,1208399,1208200,1208250,7612
2015-08-03 10:45:11,1208250,1208300,1208200,1208200,1150
2015-08-03 10:45:12,1208200,1208200,1208200,1208200,600
2015-08-03 10:45:13,1208250,1208250,1208100,1208100,9369
2015-08-03 10:45:14,1208100,1208100,1208100,1208100,10800
2015-08-03 10:45:15,1208100,1208150,1208100,1208100,5900
2015-08-03 10:45:16,1208101,1208101,1208100,1208100,2602
2015-08-03 10:45:17,1208100,1208125,1208100,1208125,105
2015-08-03 10:45:18,1208200,1208300,1208150,1208300,2357
2015-08-03 10:45:19,1208200,1208353,1208200,1208353,5686
2015-08-03 10:45:20,1208317,1208400,1208317,1208400,1310
2015-08-03 10:45:21,1208400,1208400,1208399,1208399,127
2015-08-03 10:45:22,1208399,1208400,1208399,1208400,645
2015-08-03 10:45:23,1208400,1208437,1208400,1208437,1200
2015-08-03 10:45:24,1208400,1208500,1208400,1208400,1038
2015-08-03 10:45:25,1208400,1208400,1208300,1208300,549
2015-08-03 10:45:26,1208350,1208350,1208350,1208350,600
2015-08-03 10:45:27,1208399,1208400,1208399,1208400,2300
2015-08-03 10:45:28,1208400,1208400,1208400,1208400,407
2015-08-03 10:45:29,1208350,1208350,1208350,1208350,100
2015-08-03 10:45:30,1208400,1208500,1208399,1208440,836
2015-08-03 10:45:31,1208400,1208428,1208400,1208428,369
2015-08-03 10:45:32,1208473,1208473,1208473,1208473,165
2015-08-03 10:45:33,1208420,1208500,1208420,1208500,690
2015-08-03 10:45:34,1208459,1208700,1208434,1208601,7136
2015-08-03 10:45:36,1208650,1208700,1208650,1208680,1580
2015-08-03 10:45:37,1208680,1208700,1208610,1208650,1308
2015-08-03 10:45:38,1208601,1208601,1208601,1208601,150
2015-08-03 10:45:39,1208665,1208700,1208650,1208650,937
2015-08-03 10:45:40,1208700,1208700,1208690,1208690,15
2015-08-03 10:45:41,1208650,1208700,1208601,1208700,501
2015-08-03 10:45:42,1208600,1208650,1208600,1208600,1435
2015-08-03 10:45:43,1208610,1208700,1208610,1208628,222
2015-08-03 10:45:44,1208700,1208700,1208700,1208700,1590
2015-08-03 10:45:45,1208700,1208750,1208700,1208700,6900
2015-08-03 10:45:46,1208700,1208700,1208500,1208500,1918
2015-08-03 10:45:47,1208550,1208600,1208501,1208600,5532
2015-08-03 10:45:48,1208600,1208650,1208600,1208650,300
2015-08-03 10:45:49,1208600,1208700,1208600,1208600,2320
2015-08-03 10:45:50,1208601,1208650,1208601,1208650,189
2015-08-03 10:45:51,1208699,1208699,1208650,1208650,270
2015-08-03 10:45:52,1208700,1208700,1208400,1208400,1716
2015-08-03 10:45:53,1208400,1208600,1208400,1208600,9600
2015-08-03 10:45:54,1208547,1208600,1208547,1208600,1995
2015-08-03 10:45:55,1208600,1208700,1208500,1208700,2040
2015-08-03 10:45:56,1208700,1208700,1208600,1208600,422
2015-08-03 10:45:57,1208650,1208650,1208438,1208600,3291
2015-08-03 10:45:58,1208600,1208670,1208530,1208530,3002
2015-08-03 10:45:59,1208500,1208600,1208500,1208500,1800
2015-08-03 10:46:00,1208500,1208600,1208300,1208300,3950
2015-08-03 10:46:01,1208360,1208360,1208300,1208300,742
2015-08-03 10:46:02,1208300,1208300,1208200,1208250,445
2015-08-03 10:46:03,1208299,1208300,1208299,1208300,150
2015-08-03 10:46:04,1208200,1208200,1208200,1208200,462
2015-08-03 10:46:05,1208200,1208200,1208200,1208200,1108
2015-08-03 10:46:06,1208200,1208200,1208200,1208200,1076
2015-08-03 10:46:07,1208200,1208300,1208100,1208200,1202
2015-08-03 10:46:08,1208200,1208200,1207900,1207900,30297
2015-08-03 10:46:09,1207901,1207901,1207600,1207600,16068
2015-08-03 10:46:10,1207700,1207701,1207500,1207500,17561
2015-08-03 10:46:11,1207550,1207600,1207500,1207550,4956
2015-08-03 10:46:12,1207600,1207900,1207500,1207900,6038
2015-08-03 10:46:13,1207800,1207800,1207500,1207700,833
2015-08-03 10:46:14,1207650,1207650,1207600,1207650,1200
2015-08-03 10:46:15,1207600,1207900,1207520,1207900,433
2015-08-03 10:46:16,1207600,1207668,1207600,1207638,2195
2015-08-03 10:46:17,1207699,1207700,1207500,1207500,3340
2015-08-03 10:46:18,1207500,1207500,1207500,1207500,663
2015-08-03 10:46:19,1207600,1207600,1207500,1207575,515
2015-08-03 10:46:20,1207540,1207600,1207500,1207500,2002
2015-08-03 10:46:21,1207600,1207700,1207500,1207600,2020
2015-08-03 10:46:22,1207599,1207600,1207599,1207600,420
2015-08-03 10:46:23,1207500,1207601,1207500,1207538,1263
2015-08-03 10:46:24,1207500,1207600,1207500,1207500,573
2015-08-03 10:46:25,1207600,1207800,1207570,1207800,3268
2015-08-03 10:46:26,1207750,1207800,1207710,1207800,1635
2015-08-03 10:46:27,1207800,1207800,1207700,1207750,1720
2015-08-03 10:46:28,1207800,1207900,1207710,1207810,1583
2015-08-03 10:46:29,1207800,1207900,1207800,1207800,495
2015-08-03 10:46:30,1207889,1207889,1207800,1207800,501
2015-08-03 10:46:31,1207890,1207890,1207800,1207800,240
2015-08-03 10:46:32,1207899,1207899,1207802,1207802,120
2015-08-03 10:46:33,1207900,1208000,1207800,1207940,6239
2015-08-03 10:46:34,1208000,1208000,1207800,1207800,2190
2015-08-03 10:46:35,1207850,1207900,1207850,1207900,600
2015-08-03 10:46:36,1207900,1207900,1207900,1207900,90
2015-08-03 10:46:37,1208000,1208000,1207900,1207900,134
2015-08-03 10:46:38,1208000,1208200,1208000,1208200,2917
2015-08-03 10:46:39,1208100,1208100,1207900,1208099,2699
2015-08-03 10:46:40,1207900,1207999,1207900,1207999,431
2015-08-03 10:46:41,1207900,1207900,1207800,1207800,518
2015-08-03 10:46:42,1207700,1207700,1207700,1207700,8
2015-08-03 10:46:43,1207700,1207750,1207600,1207600,1606
2015-08-03 10:46:44,1207600,1207600,1207500,1207600,350
2015-08-03 10:46:45,1207550,1207600,1207550,1207600,1098
2015-08-03 10:46:46,1207638,1207638,1207600,1207600,501
2015-08-03 10:46:47,1207700,1207800,1207700,1207800,1300
2015-08-03 10:46:48,1207800,1207800,1207600,1207600,1121
2015-08-03 10:46:49,1207659,1207659,1207659,1207659,200
2015-08-03 10:46:50,1207700,1207799,1207700,1207798,2375
2015-08-03 10:46:51,1207799,1207799,1207675,1207675,70
2015-08-03 10:46:52,1207800,1207800,1207660,1207660,1551
2015-08-03 10:46:53,1207601,1207601,1207601,1207601,500
2015-08-03 10:46:54,1207745,1207745,1207710,1207710,700
2015-08-03 10:46:55,1207700,1207700,1207673,1207673,763
2015-08-03 10:46:56,1207699,1207699,1207699,1207699,200
2015-08-03 10:46:57,1207625,1207700,1207625,1207700,125
2015-08-03 10:46:58,1207700,1207700,1207602,1207602,99
2015-08-03 10:46:59,1207600,1207700,1207500,1207600,1283
2015-08-03 10:47:00,1207500,1207600,1207500,1207600,800
2015-08-03 10:47:02,1207500,1207500,1207500,1207500,100
2015-08-03 10:47:03,1207599,1207599,1207501,1207501,2
2015-08-03 10:47:05,1207600,1207600,1207500,1207500,864
2015-08-03 10:47:06,1207600,1207600,1207501,1207501,800
2015-08-03 10:47:07,1207501,1207525,1207501,1207525,169
2015-08-03 10:47:08,1207500,1207599,1207500,1207500,7357
2015-08-03 10:47:09,1207400,1207499,1207300,1207450,6507
2015-08-03 10:47:10,1207300,1207545,1207300,1207530,6194
2015-08-03 10:47:11,1207540,1207800,1207401,1207701,7027
2015-08-03 10:47:12,1207750,1207800,1207410,1207800,569
2015-08-03 10:47:13,1207730,1207800,1207730,1207799,381
2015-08-03 10:47:14,1207700,1207799,1207700,1207799,2013
2015-08-03 10:47:15,1207750,1207800,1207700,1207800,2422
2015-08-03 10:47:16,1207800,1208000,1207800,1207900,6398
2015-08-03 10:47:17,1208000,1208000,1207900,1207900,1400
2015-08-03 10:47:18,1207890,1207900,1207890,1207900,533
2015-08-03 10:47:19,1207889,1207889,1207889,1207889,3
2015-08-03 10:47:20,1207870,1207899,1207810,1207810,830
2015-08-03 10:47:21,1207801,1208000,1207801,1207900,5580
2015-08-03 10:47:22,1207900,1207900,1207900,1207900,500
2015-08-03 10:47:23,1208000,1208000,1208000,1208000,700
2015-08-03 10:47:24,1208100,1208200,1207999,1208110,2530
2015-08-03 10:47:25,1208180,1208200,1208180,1208200,390
2015-08-03 10:47:26,1208200,1208299,1208200,1208299,206
2015-08-03 10:47:27,1208240,1208400,1208240,1208400,1102
2015-08-03 10:47:28,1208310,1208400,1208310,1208350,1430
2015-08-03 10:47:29,1208300,1208550,1208300,1208550,2919
2015-08-03 10:47:30,1208600,1208600,1208501,1208600,1015
2015-08-03 10:47:31,1208530,1208599,1207998,1208100,17291
2015-08-03 10:47:32,1208000,1208200,1208000,1208162,21261
2015-08-03 10:47:33,1208200,1208200,1208200,1208200,50
2015-08-03 10:47:35,1208200,1208200,1208150,1208150,471
