,Open,High,Low,Close,Volume
2015-08-03 12:59:57,1179900,1180000,1179900,1179900,1881
2015-08-03 12:59:58,1180000,1180100,1179900,1180050,38737
2015-08-03 12:59:59,1180000,1180100,1179999,1180070,5106
2015-08-03 13:00:00,1180075,1180098,1179848,1179900,4014
2015-08-03 13:00:01,1180050,1180050,1179550,1179600,2932
2015-08-03 13:00:02,1179550,1179700,1179500,1179700,3172
2015-08-03 13:00:03,1179700,1179800,1179500,1179600,13093
2015-08-03 13:00:04,1179630,1179900,1179600,1179900,2950
2015-08-03 13:00:05,1179750,1179900,1179750,1179900,1517
2015-08-03 13:00:06,1179900,1180000,1179680,1179900,2527
2015-08-03 13:00:07,1179800,1179900,1179500,1179601,8851
2015-08-03 13:00:08,1179700,1179800,1179600,1179800,1610
2015-08-03 13:00:09,1179750,1179900,1179600,1179600,8012
2015-08-03 13:00:10,1179501,1179870,1179501,1179600,5270
2015-08-03 13:00:11,1179700,1179800,1179500,1179800,20149
2015-08-03 13:00:12,1179762,1179800,1179700,1179700,665
2015-08-03 13:00:13,1179799,1179799,1179500,1179500,1307
2015-08-03 13:00:14,1179600,1179600,1179500,1179505,14312
2015-08-03 13:00:15,1179600,1179900,1179500,1179700,2967
2015-08-03 13:00:16,1179800,1180000,1179800,1180000,3613
2015-08-03 13:00:17,1179900,1179900,1179500,1179600,3347
2015-08-03 13:00:18,1179700,1179700,1179500,1179600,2112
2015-08-03 13:00:19,1179500,1179600,1179500,1179500,1000
2015-08-03 13:00:20,1179599,1179700,1179552,1179679,1713
2015-08-03 13:00:21,1179699,1179800,1179585,1179800,4592
2015-08-03 13:00:22,1179900,1180000,1179810,1179910,4923
2015-08-03 13:00:23,1179900,1179999,1179800,1179900,1070
2015-08-03 13:00:24,1179899,1180000,1179899,1180000,1901
2015-08-03 13:00:25,1180000,1180100,1179600,1179798,8249
2015-08-03 13:00:26,1179800,1179800,1179500,1179744,4917
2015-08-03 13:00:27,1179650,1179699,1179500,1179699,9300
2015-08-03 13:00:28,1179681,1179700,1179500,1179680,1377
2015-08-03 13:00:29,1179600,1179700,1179550,1179602,2380
2015-08-03 13:00:30,1179690,1179700,1179600,1179700,1536
2015-08-03 13:00:31,1179700,1179900,1179650,1179801,3902
2015-08-03 13:00:32,1179800,1179800,1179700,1179700,583
2015-08-03 13:00:33,1179600,1179890,1179600,1179700,3046
2015-08-03 13:00:34,1179800,1179801,1179700,1179801,2240
2015-08-03 13:00:35,1179801,1180100,1179801,1180050,11668
2015-08-03 13:00:36,1180090,1180098,1179800,1180000,4360
2015-08-03 13:00:37,1179800,1180100,1179800,1180099,10429
2015-08-03 13:00:38,1180050,1180050,1179900,1180000,310
2015-08-03 13:00:39,1180000,1180100,1180000,1180100,4071
2015-08-03 13:00:40,1180100,1181300,1180100,1181100,24982
2015-08-03 13:00:41,1181300,1181300,1180500,1180700,6193
2015-08-03 13:00:42,1180850,1181400,1180300,1181300,14256
2015-08-03 13:00:43,1181300,1181400,1180400,1180400,10846
2015-08-03 13:00:44,1180490,1180600,1180400,1180500,3493
2015-08-03 13:00:45,1180500,1181400,1180450,1180600,7420
2015-08-03 13:00:46,1180510,1181000,1180470,1180900,3174
2015-08-03 13:00:47,1180900,1181267,1180500,1181000,9906
2015-08-03 13:00:48,1181000,1181300,1181000,1181200,2950
2015-08-03 13:00:49,1181100,1181400,1181100,1181101,1910
2015-08-03 13:00:50,1181350,1181350,1181000,1181000,4601
2015-08-03 13:00:51,1181075,1181400,1181001,1181400,6354
2015-08-03 13:00:52,1181100,1181390,1181100,1181290,850
2015-08-03 13:00:53,1181400,1181400,1180900,1181100,9075
2015-08-03 13:00:54,1181300,1181400,1181100,1181353,4023
2015-08-03 13:00:55,1181200,1181500,1181100,1181299,6805
2015-08-03 13:00:56,1181499,1181499,1181000,1181288,1526
2015-08-03 13:00:57,1181200,1181299,1180800,1180899,2325
2015-08-03 13:00:58,1180800,1181100,1180800,1180900,2071
2015-08-03 13:00:59,1181078,1181300,1180800,1181200,12479
2015-08-03 13:01:00,1181043,1181300,1181000,1181200,2998
2015-08-03 13:01:01,1181233,1181300,1181000,1181000,5602
2015-08-03 13:01:02,1181100,1181299,1180900,1181200,1546
2015-08-03 13:01:03,1181001,1181200,1181000,1181000,4221
2015-08-03 13:01:04,1181140,1181200,1181000,1181001,2751
2015-08-03 13:01:05,1180980,1181200,1180800,1180958,4084
2015-08-03 13:01:06,1181000,1181300,1181000,1181210,8224
2015-08-03 13:01:07,1181200,1181300,1181000,1181200,12179
2015-08-03 13:01:08,1181200,1181430,1181200,1181201,5906
2015-08-03 13:01:09,1181200,1181499,1181200,1181200,2250
2015-08-03 13:01:10,1181470,1181500,1181200,1181380,4379
2015-08-03 13:01:11,1181500,1181500,1181104,1181490,2093
2015-08-03 13:01:12,1181249,1181500,1181122,1181300,7609
2015-08-03 13:01:13,1181300,1181398,1181200,1181398,683
2015-08-03 13:01:14,1181200,1181200,1180500,1180500,10387
2015-08-03 13:01:15,1181000,1181300,1180700,1180900,3700
2015-08-03 13:01:16,1181080,1181080,1180900,1180900,1455
2015-08-03 13:01:17,1181000,1181000,1180900,1181000,11449
2015-08-03 13:01:18,1181000,1181100,1180800,1181050,4258
2015-08-03 13:01:19,1181025,1181100,1181020,1181020,710
2015-08-03 13:01:20,1181000,1181200,1181000,1181200,874
2015-08-03 13:01:21,1181200,1181500,1181180,1181500,2105
2015-08-03 13:01:22,1181500,1181500,1181181,1181181,1384
2015-08-03 13:01:23,1181200,1181400,1181100,1181300,1680
2015-08-03 13:01:24,1181300,1181300,1181125,1181125,5345
2015-08-03 13:01:25,1181200,1181500,1181200,1181300,1669
2015-08-03 13:01:26,1181300,1181399,1181201,1181300,1285
2015-08-03 13:01:27,1181320,1181320,1181200,1181200,1515
2015-08-03 13:01:28,1181200,1181310,1181100,1181100,10644
2015-08-03 13:01:29,1181100,1181100,1180900,1180900,5537
2015-08-03 13:01:30,1180999,1181050,1180500,1180700,8048
2015-08-03 13:01:31,1180700,1180800,1180500,1180700,9245
2015-08-03 13:01:32,1180600,1180700,1180500,1180540,2612
2015-08-03 13:01:33,1180500,1180699,1180400,1180699,3371
2015-08-03 13:01:34,1180700,1181300,1180699,1181200,5833
2015-08-03 13:01:35,1181200,1181300,1180800,1181300,7753
2015-08-03 13:01:36,1181200,1181300,1181000,1181105,12202
2015-08-03 13:01:37,1181200,1181200,1181000,1181180,6147
2015-08-03 13:01:38,1181100,1181150,1181050,1181100,1701
2015-08-03 13:01:39,1181100,1181180,1181100,1181150,7967
2015-08-03 13:01:40,1181150,1181300,1181100,1181101,7792
2015-08-03 13:01:41,1181200,1181300,1181100,1181100,2464
2015-08-03 13:01:42,1181132,1181300,1181132,1181300,995
2015-08-03 13:01:43,1181125,1181200,1181100,1181150,12902
2015-08-03 13:01:44,1181198,1181200,1181100,1181100,1124
2015-08-03 13:01:45,1181100,1181200,1181100,1181150,4356
2015-08-03 13:01:46,1181200,1181200,1181100,1181200,4650
2015-08-03 13:01:47,1181150,1181200,1181100,1181147,6253
2015-08-03 13:01:48,1181100,1181200,1181100,1181150,4400
2015-08-03 13:01:49,1181165,1181300,1181100,1181200,3696
2015-08-03 13:01:50,1181250,1181500,1181200,1181500,9625
2015-08-03 13:01:51,1181500,1182000,1181400,1181800,17595
2015-08-03 13:01:52,1181800,1181900,1181300,1181730,5582
2015-08-03 13:01:53,1181899,1181900,1181766,1181875,4824
2015-08-03 13:01:54,1181800,1181900,1181700,1181900,23477
2015-08-03 13:01:55,1181825,1181900,1181800,1181800,3265
2015-08-03 13:01:56,1181700,1181800,1181700,1181800,4401
2015-08-03 13:01:57,1181700,1181800,1181700,1181799,3303
2015-08-03 13:01:58,1181799,1181800,1181494,1181500,10641
2015-08-03 13:01:59,1181580,1181600,1181400,1181600,11464
2015-08-03 13:02:00,1181600,1181600,1181500,1181500,2475
2015-08-03 13:02:01,1181500,1181600,1181100,1181200,40439
2015-08-03 13:02:02,1181150,1181600,1181100,1181200,11245
2015-08-03 13:02:03,1181175,1181280,1181000,1181000,1824
2015-08-03 13:02:04,1181029,1181300,1180900,1181000,2345
2015-08-03 13:02:05,1181000,1181100,1180800,1181090,6351
2015-08-03 13:02:06,1181000,1181025,1181000,1181000,760
2015-08-03 13:02:07,1180975,1181000,1180800,1180900,4041
2015-08-03 13:02:08,1180925,1181067,1180801,1180901,4723
2015-08-03 13:02:09,1180999,1181100,1180800,1180900,6300
2015-08-03 13:02:10,1180950,1181000,1180950,1181000,1605
2015-08-03 13:02:11,1181100,1181100,1180900,1180901,556
2015-08-03 13:02:12,1180920,1181100,1180800,1180900,3555
2015-08-03 13:02:13,1180900,1181100,1180800,1180900,4112
2015-08-03 13:02:14,1180999,1181100,1180800,1181000,2531
2015-08-03 13:02:15,1181100,1181200,1180800,1181200,3245
2015-08-03 13:02:16,1181200,1181200,1181190,1181200,935
2015-08-03 13:02:17,1181200,1181200,1181125,1181199,1631
2015-08-03 13:02:18,1181200,1181300,1181100,1181100,2062
2015-08-03 13:02:19,1181100,1181300,1181100,1181166,5131
2015-08-03 13:02:20,1181200,1181700,1181100,1181519,12850
2015-08-03 13:02:21,1181400,1181575,1181400,1181447,9367
2015-08-03 13:02:22,1181401,1181500,1181400,1181500,7836
2015-08-03 13:02:23,1181401,1181590,1181401,1181550,895
2015-08-03 13:02:24,1181600,1181600,1181501,1181501,4553
2015-08-03 13:02:25,1181490,1181700,1181490,1181600,2152
2015-08-03 13:02:26,1181700,1181800,1181501,1181501,7087
2015-08-03 13:02:27,1181600,1181800,1181600,1181666,6280
2015-08-03 13:02:28,1181600,1181800,1181500,1181700,1552
2015-08-03 13:02:29,1181600,1181700,1181500,1181500,1614
2015-08-03 13:02:30,1181599,1181700,1181500,1181700,931
2015-08-03 13:02:31,1181600,1181900,1181600,1181700,7991
2015-08-03 13:02:32,1181800,1181800,1181600,1181700,4601
2015-08-03 13:02:33,1181650,1181700,1181600,1181600,3022
2015-08-03 13:02:34,1181700,1181700,1181600,1181600,8829
2015-08-03 13:02:35,1181500,1181700,1181400,1181401,6304
2015-08-03 13:02:36,1181700,1181700,1181400,1181400,2134
2015-08-03 13:02:37,1181600,1181600,1181500,1181501,4500
2015-08-03 13:02:38,1181600,1181700,1181500,1181700,1760
2015-08-03 13:02:39,1181650,1181900,1181600,1181900,4167
2015-08-03 13:02:40,1181800,1181900,1181600,1181600,918
2015-08-03 13:02:41,1181900,1181900,1181850,1181900,2963
2015-08-03 13:02:42,1181847,1181899,1181800,1181899,1260
2015-08-03 13:02:43,1181800,1181890,1181700,1181700,5606
2015-08-03 13:02:44,1181600,1181800,1181600,1181800,4250
2015-08-03 13:02:45,1181700,1181780,1181601,1181650,3874
2015-08-03 13:02:46,1181700,1181700,1181500,1181500,5152
2015-08-03 13:02:47,1181580,1181700,1181559,1181600,2263
2015-08-03 13:02:48,1181600,1181600,1181500,1181599,724
2015-08-03 13:02:49,1181590,1181600,1181500,1181514,1136
2015-08-03 13:02:50,1181550,1181550,1181300,1181500,8904
2015-08-03 13:02:51,1181475,1181500,1181160,1181160,7539
2015-08-03 13:02:52,1181200,1181350,1181000,1181200,10354
2015-08-03 13:02:53,1181100,1181200,1180800,1180900,13926
2015-08-03 13:02:54,1180700,1181200,1180700,1181000,4560
2015-08-03 13:02:55,1180800,1181020,1180800,1181000,2879
2015-08-03 13:02:56,1180900,1181000,1180900,1181000,2387
2015-08-03 13:02:57,1180920,1181000,1180853,1180853,3405
2015-08-03 13:02:58,1180975,1181000,1180700,1180805,7834
2015-08-03 13:02:59,1180700,1180798,1180200,1180300,16444
2015-08-03 13:03:00,1180350,1180600,1180100,1180500,8584
2015-08-03 13:03:01,1180500,1180700,1180300,1180500,3174
2015-08-03 13:03:02,1180700,1180780,1180600,1180780,1850
2015-08-03 13:03:03,1180600,1180900,1180600,1180899,2005
2015-08-03 13:03:04,1180876,1181000,1180800,1180800,5443
2015-08-03 13:03:05,1181099,1181100,1181020,1181100,428
2015-08-03 13:03:06,1181100,1181299,1181025,1181150,9631
2015-08-03 13:03:07,1181200,1181300,1181150,1181199,2793
2015-08-03 13:03:08,1181199,1181500,1181199,1181410,2488
2015-08-03 13:03:09,1181400,1181400,1181290,1181300,1207
2015-08-03 13:03:10,1181300,1181500,1181200,1181200,2565
2015-08-03 13:03:11,1181400,1181500,1181400,1181500,1864
2015-08-03 13:03:12,1181450,1181500,1181400,1181400,3178
2015-08-03 13:03:13,1181433,1181500,1181300,1181300,6916
2015-08-03 13:03:14,1181500,1181500,1181300,1181434,5402
2015-08-03 13:03:15,1181300,1181500,1181300,1181500,3142
2015-08-03 13:03:16,1181500,1181500,1181356,1181500,3615
2015-08-03 13:03:17,1181401,1181600,1181401,1181550,7764
2015-08-03 13:03:18,1181550,1181800,1181500,1181590,11434
2015-08-03 13:03:19,1181599,1181800,1181590,1181734,646
2015-08-03 13:03:20,1181600,1181800,1181600,1181800,4565
2015-08-03 13:03:21,1181800,1181800,1181701,1181750,2209
2015-08-03 13:03:22,1181800,1182000,1181800,1181960,8359
2015-08-03 13:03:23,1181900,1182000,1181900,1181920,9848
2015-08-03 13:03:24,1182000,1182000,1181750,1182000,4580
2015-08-03 13:03:25,1182000,1182000,1181890,1181930,463
2015-08-03 13:03:26,1182000,1182000,1181900,1181938,1485
2015-08-03 13:03:27,1181900,1182000,1181900,1182000,3774
2015-08-03 13:03:28,1181900,1182000,1181760,1181900,8414
2015-08-03 13:03:29,1181900,1181994,1181800,1181994,4210
2015-08-03 13:03:30,1181990,1181990,1181800,1181800,1620
2015-08-03 13:03:31,1181800,1182000,1181500,1181500,4676
2015-08-03 13:03:32,1181578,1181900,1181578,1181794,1528
2015-08-03 13:03:33,1181755,1181900,1181600,1181610,3055
2015-08-03 13:03:34,1181700,1181780,1181500,1181500,9347
2015-08-03 13:03:35,1181400,1181600,1181400,1181449,1408
2015-08-03 13:03:36,1181400,1181800,1181400,1181800,4300
2015-08-03 13:03:37,1181799,1181800,1181500,1181780,1394
2015-08-03 13:03:38,1181720,1181800,1181720,1181726,1365
2015-08-03 13:03:39,1181799,1181800,1181620,1181620,3395
2015-08-03 13:03:40,1181784,1181800,1181700,1181799,1852
2015-08-03 13:03:41,1181734,1181800,1181701,1181800,1639
2015-08-03 13:03:42,1181700,1181800,1181700,1181800,1000
2015-08-03 13:03:43,1181700,1181799,1181600,1181620,2908
2015-08-03 13:03:44,1181620,1181796,1181600,1181600,7243
2015-08-03 13:03:45,1181600,1181750,1181400,1181600,4937
2015-08-03 13:03:46,1181599,1181599,1181400,1181534,2790
2015-08-03 13:03:47,1181599,1181600,1181500,1181591,834
2015-08-03 13:03:48,1181500,1181700,1181500,1181600,2945
2015-08-03 13:03:49,1181600,1181680,1181500,1181680,589
2015-08-03 13:03:50,1181500,1181696,1181500,1181600,1528
2015-08-03 13:03:51,1181600,1181700,1181500,1181500,4509
2015-08-03 13:03:52,1181500,1181700,1181500,1181600,1597
2015-08-03 13:03:53,1181690,1181690,1181400,1181600,10558
2015-08-03 13:03:54,1181675,1181700,1181500,1181600,7603
2015-08-03 13:03:55,1181400,1181600,1181400,1181600,730
2015-08-03 13:03:56,1181562,1181562,1181401,1181530,4413
2015-08-03 13:03:57,1181500,1181600,1181499,1181600,8492
2015-08-03 13:03:58,1181600,1181699,1181500,1181530,2390
2015-08-03 13:03:59,1181500,1181700,1181500,1181700,3256
2015-08-03 13:04:00,1181650,1181800,1181600,1181700,6530
2015-08-03 13:04:01,1181720,1181720,1181620,1181700,4660
2015-08-03 13:04:02,1181800,1182000,1181700,1182000,22177
2015-08-03 13:04:03,1181900,1182500,1181790,1182500,37104
2015-08-03 13:04:04,1182500,1182500,1181700,1182000,8067
2015-08-03 13:04:05,1182400,1182700,1182400,1182700,19285
2015-08-03 13:04:06,1182700,1182800,1182600,1182700,3812
2015-08-03 13:04:07,1182675,1182900,1182675,1182800,4950
2015-08-03 13:04:08,1182800,1183200,1182400,1183100,19699
2015-08-03 13:04:09,1183100,1183400,1183000,1183400,23891
2015-08-03 13:04:10,1183101,1183300,1183100,1183300,3908
2015-08-03 13:04:11,1183300,1183300,1183101,1183200,1611
2015-08-03 13:04:12,1183100,1183280,1182901,1183280,9052
2015-08-03 13:04:13,1183200,1183300,1183100,1183299,6868
2015-08-03 13:04:14,1183200,1183300,1183100,1183100,12333
2015-08-03 13:04:15,1183050,1183100,1182900,1182900,3135
2015-08-03 13:04:16,1182900,1183100,1182600,1183100,12630
2015-08-03 13:04:17,1183100,1183500,1182800,1183500,26170
2015-08-03 13:04:18,1183300,1183500,1182801,1183190,10166
2015-08-03 13:04:19,1182800,1183400,1182800,1183347,4033
2015-08-03 13:04:20,1183400,1183400,1183199,1183199,7536
2015-08-03 13:04:21,1183300,1183300,1183100,1183200,1827
2015-08-03 13:04:22,1183175,1183310,1183100,1183200,3115
2015-08-03 13:04:23,1183199,1183200,1183100,1183200,4750
2015-08-03 13:04:24,1183200,1183200,1183100,1183100,7028
2015-08-03 13:04:25,1183200,1183200,1183153,1183200,8727
2015-08-03 13:04:26,1183200,1183400,1183150,1183201,3842
2015-08-03 13:04:27,1183101,1183400,1183101,1183350,2100
2015-08-03 13:04:28,1183300,1183400,1183300,1183400,2208
2015-08-03 13:04:29,1183400,1183700,1183400,1183600,6635
2015-08-03 13:04:30,1183678,1183700,1183500,1183600,10892
2015-08-03 13:04:31,1183511,1183600,1183100,1183500,9789
2015-08-03 13:04:32,1183400,1183600,1183100,1183266,8170
2015-08-03 13:04:33,1183400,1183500,1183300,1183300,4064
2015-08-03 13:04:34,1183300,1183500,1183200,1183500,2597
2015-08-03 13:04:35,1183300,1183400,1183200,1183300,8326
2015-08-03 13:04:36,1183300,1183300,1183200,1183300,4725
2015-08-03 13:04:37,1183300,1183300,1183050,1183300,10425
2015-08-03 13:04:38,1183100,1183300,1183100,1183300,2848
2015-08-03 13:04:39,1183201,1183499,1183200,1183499,13512
2015-08-03 13:04:40,1183400,1183500,1183201,1183300,2805
2015-08-03 13:04:41,1183300,1183700,1183300,1183600,6907
2015-08-03 13:04:42,1183700,1183800,1183500,1183550,11165
2015-08-03 13:04:43,1183774,1183774,1183501,1183508,3170
2015-08-03 13:04:44,1183600,1183699,1183560,1183600,1100
2015-08-03 13:04:45,1183699,1183700,1183600,1183700,373
2015-08-03 13:04:46,1183600,1183699,1183600,1183660,1416
2015-08-03 13:04:47,1183699,1183699,1183500,1183520,2710
2015-08-03 13:04:48,1183627,1183900,1183522,1183800,11243
2015-08-03 13:04:49,1183899,1183900,1183800,1183800,1056
2015-08-03 13:04:50,1183875,1184000,1183800,1184000,5383
2015-08-03 13:04:51,1183975,1184200,1183900,1184101,7356
2015-08-03 13:04:52,1184125,1184200,1184000,1184050,1894
2015-08-03 13:04:53,1184050,1184299,1184000,1184299,10928
2015-08-03 13:04:54,1184275,1184300,1184200,1184225,630
2015-08-03 13:04:55,1184300,1184399,1184050,1184200,10785
2015-08-03 13:04:56,1184200,1184200,1184100,1184200,3680
2015-08-03 13:04:57,1184200,1184200,1184000,1184100,2657
2015-08-03 13:04:58,1184075,1184300,1184075,1184290,1855
2015-08-03 13:04:59,1184289,1184300,1184000,1184300,9847
2015-08-03 13:05:00,1184240,1184300,1184200,1184237,5611
2015-08-03 13:05:01,1184200,1184300,1184200,1184200,2523
2015-08-03 13:05:02,1184200,1184300,1184200,1184300,3020
2015-08-03 13:05:03,1184200,1184400,1184200,1184300,13300
2015-08-03 13:05:04,1184220,1184500,1184220,1184500,7009
2015-08-03 13:05:05,1184201,1184500,1184201,1184400,2832
2015-08-03 13:05:06,1184500,1184500,1184400,1184401,3876
2015-08-03 13:05:07,1184450,1184450,1184200,1184200,7964
2015-08-03 13:05:08,1184200,1184400,1184100,1184200,3433
2015-08-03 13:05:09,1184200,1184250,1183800,1184250,10858
2015-08-03 13:05:10,1184101,1184130,1183700,1183800,5145
2015-08-03 13:05:11,1183853,1183890,1183800,1183850,965
2015-08-03 13:05:12,1183900,1183900,1183500,1183600,12197
2015-08-03 13:05:13,1183600,1183600,1183500,1183550,325
2015-08-03 13:05:14,1183550,1183600,1183300,1183378,4006
2015-08-03 13:05:15,1183300,1183400,1183200,1183200,3412
2015-08-03 13:05:16,1183130,1183310,1183100,1183100,894
2015-08-03 13:05:17,1183147,1183200,1183000,1183100,7470
2015-08-03 13:05:18,1183100,1183199,1182700,1182899,3865
2015-08-03 13:05:19,1182790,1183190,1182790,1182986,4285
2015-08-03 13:05:20,1182901,1183300,1182900,1183200,5059
2015-08-03 13:05:21,1182999,1183299,1182999,1183220,6108
2015-08-03 13:05:22,1183200,1183300,1183100,1183200,872
2015-08-03 13:05:23,1183100,1183300,1183100,1183100,1430
2015-08-03 13:05:24,1183150,1183150,1183150,1183150,17
2015-08-03 13:05:25,1183200,1183300,1183138,1183200,2512
2015-08-03 13:05:26,1183200,1183200,1182801,1182801,1097
2015-08-03 13:05:27,1182800,1183500,1182800,1183500,27679
2015-08-03 13:05:28,1183251,1183350,1183000,1183000,2105
2015-08-03 13:05:29,1182900,1183100,1182700,1183100,6128
2015-08-03 13:05:30,1183054,1183199,1183001,1183001,106
2015-08-03 13:05:31,1183020,1183200,1183000,1183100,906
2015-08-03 13:05:32,1183100,1183200,1183056,1183178,2625
2015-08-03 13:05:33,1183200,1183289,1183200,1183289,2079
2015-08-03 13:05:34,1183201,1183400,1183200,1183200,5120
2015-08-03 13:05:35,1183200,1183300,1183100,1183300,1167
2015-08-03 13:05:36,1183250,1183400,1183200,1183210,1935
2015-08-03 13:05:37,1183200,1183300,1183200,1183260,3950
2015-08-03 13:05:38,1183200,1183300,1183100,1183200,3735
2015-08-03 13:05:39,1183173,1183180,1183100,1183180,915
2015-08-03 13:05:40,1183100,1183200,1183000,1183200,2971
2015-08-03 13:05:41,1183100,1183300,1183000,1183200,3920
2015-08-03 13:05:42,1183300,1183300,1183056,1183056,3117
2015-08-03 13:05:43,1183100,1183100,1183000,1183090,2606
2015-08-03 13:05:44,1183100,1183200,1183000,1183000,4246
2015-08-03 13:05:45,1183050,1183199,1182800,1182901,3683
2015-08-03 13:05:46,1183190,1183190,1182910,1183100,7210
2015-08-03 13:05:47,1183100,1183200,1182900,1183000,8188
2015-08-03 13:05:48,1183100,1183101,1182975,1183005,507
2015-08-03 13:05:49,1183096,1183096,1182900,1182900,616
2015-08-03 13:05:50,1182800,1183000,1182800,1182925,1706
2015-08-03 13:05:51,1182901,1183100,1182900,1183000,1975
2015-08-03 13:05:52,1182994,1183080,1182950,1182950,2025
2015-08-03 13:05:53,1183100,1183100,1182901,1182920,1991
2015-08-03 13:05:54,1182901,1182901,1182700,1182900,21839
2015-08-03 13:05:55,1182800,1182999,1182800,1182999,570
2015-08-03 13:05:56,1182800,1183000,1182800,1183000,4740
2015-08-03 13:05:57,1182925,1182925,1182800,1182800,1087
2015-08-03 13:05:58,1182875,1182899,1182875,1182899,307
2015-08-03 13:05:59,1182741,1182900,1182741,1182800,3550
2015-08-03 13:06:00,1182700,1182800,1182600,1182780,3427
2015-08-03 13:06:01,1182700,1182900,1182600,1182600,300
2015-08-03 13:06:02,1182701,1182950,1182600,1182800,17852
2015-08-03 13:06:03,1182700,1182750,1182400,1182600,13846
2015-08-03 13:06:04,1182600,1182699,1182410,1182599,1511
2015-08-03 13:06:05,1182599,1182650,1182300,1182300,2330
2015-08-03 13:06:06,1182599,1182599,1182300,1182500,3905
2015-08-03 13:06:07,1182680,1182680,1182500,1182500,300
2015-08-03 13:06:08,1182500,1182600,1182400,1182400,27397
2015-08-03 13:06:09,1182499,1182500,1182300,1182300,735
2015-08-03 13:06:10,1182500,1182700,1182400,1182700,13134
2015-08-03 13:06:11,1182698,1182699,1182638,1182699,180
2015-08-03 13:06:12,1182800,1182800,1182599,1182599,1750
2015-08-03 13:06:13,1182500,1182800,1182500,1182800,2504
2015-08-03 13:06:14,1182699,1182725,1182500,1182700,358
2015-08-03 13:06:15,1182700,1182900,1182600,1182900,2648
2015-08-03 13:06:16,1182800,1182850,1182350,1182350,4997
2015-08-03 13:06:17,1182410,1182500,1182301,1182500,1200
2015-08-03 13:06:18,1182499,1182560,1182499,1182534,1729
2015-08-03 13:06:19,1182580,1182650,1182500,1182515,1246
2015-08-03 13:06:20,1182400,1182486,1182400,1182486,700
2015-08-03 13:06:21,1182400,1182500,1182400,1182450,937
2015-08-03 13:06:22,1182400,1182500,1182200,1182267,9567
2015-08-03 13:06:23,1182200,1182300,1182100,1182199,9400
2015-08-03 13:06:24,1182300,1182800,1182167,1182800,9129
2015-08-03 13:06:25,1182800,1183000,1182300,1182901,11708
2015-08-03 13:06:26,1182900,1183000,1182900,1182965,3110
2015-08-03 13:06:27,1182900,1182997,1182900,1182983,4183
2015-08-03 13:06:28,1182972,1183000,1182700,1182780,6279
2015-08-03 13:06:29,1182800,1182900,1182800,1182827,1150
2015-08-03 13:06:30,1182900,1182900,1182690,1182690,2932
2015-08-03 13:06:31,1182700,1182700,1182400,1182600,13336
2015-08-03 13:06:32,1182300,1182420,1182100,1182100,3723
2015-08-03 13:06:33,1182100,1182200,1182000,1182000,5935
2015-08-03 13:06:34,1182000,1182200,1182000,1182200,2677
2015-08-03 13:06:35,1182099,1182100,1182000,1182025,4847
2015-08-03 13:06:36,1182050,1182087,1182000,1182078,1900
2015-08-03 13:06:37,1182000,1182030,1182000,1182000,1500
2015-08-03 13:06:38,1182050,1182053,1182000,1182001,5192
2015-08-03 13:06:39,1182100,1182100,1182000,1182000,4013
2015-08-03 13:06:40,1182100,1182100,1182000,1182050,2394
2015-08-03 13:06:41,1182050,1182100,1182001,1182100,1869
2015-08-03 13:06:42,1182100,1182200,1181600,1181800,18497
2015-08-03 13:06:43,1181900,1182050,1181700,1181799,2441
2015-08-03 13:06:44,1181725,1182062,1181700,1182062,1851
2015-08-03 13:06:45,1182001,1182200,1181800,1181800,2304
2015-08-03 13:06:46,1181800,1182001,1181800,1182000,6436
2015-08-03 13:06:47,1181950,1182000,1181900,1181900,2550
2015-08-03 13:06:48,1181999,1182300,1181900,1182156,2976
2015-08-03 13:06:49,1182220,1182290,1182000,1182150,734
2015-08-03 13:06:50,1182190,1182200,1182150,1182199,2683
2015-08-03 13:06:51,1182190,1182200,1182000,1182100,3471
2015-08-03 13:06:52,1182000,1182190,1181901,1182100,2870
2015-08-03 13:06:53,1181938,1182200,1181938,1182000,1811
2015-08-03 13:06:54,1181947,1182299,1181850,1182200,5489
2015-08-03 13:06:55,1182299,1182300,1181900,1182100,830
2015-08-03 13:06:56,1182299,1182299,1182200,1182200,105
2015-08-03 13:06:57,1182100,1182400,1182100,1182350,5360
2015-08-03 13:06:58,1182400,1182550,1182300,1182400,8034
2015-08-03 13:06:59,1182300,1182399,1182300,1182300,570
2015-08-03 13:07:00,1182390,1182400,1182300,1182300,813
2015-08-03 13:07:01,1182300,1182398,1182300,1182398,3754
2015-08-03 13:07:02,1182400,1182500,1182350,1182350,1793
2015-08-03 13:07:03,1182450,1182450,1182400,1182400,500
2015-08-03 13:07:04,1182389,1182389,1182389,1182389,80
2015-08-03 13:07:05,1182330,1182400,1182300,1182385,9228
2015-08-03 13:07:06,1182300,1182400,1182300,1182348,1304
2015-08-03 13:07:07,1182398,1182400,1182300,1182400,313
2015-08-03 13:07:08,1182400,1182400,1182300,1182301,2211
2015-08-03 13:07:09,1182350,1182350,1182300,1182300,500
2015-08-03 13:07:10,1182390,1182500,1182300,1182401,6365
2015-08-03 13:07:11,1182400,1182500,1182400,1182450,3114
2015-08-03 13:07:12,1182373,1182500,1182373,1182500,1978
2015-08-03 13:07:13,1182499,1182500,1182400,1182450,1208
2015-08-03 13:07:14,1182488,1182488,1182450,1182450,1000
